OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE,Search Term
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province",USAID-SAF,forecasted,03/24/2023,,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")",USAID/Lesotho Bophelo Bo Botle (Good Health) Activity,USAID-SAF,forecasted,02/12/2024,,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348036"",""72067423RFI00004"")","Draft Notice of Funding Opportunity - Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province",USAID-SAF,forecasted,05/10/2023,,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356434"",""72066024RFA00006"")",USAID Accelerator Activity,USAID-DEM,posted,09/17/2024,10/30/2024,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356643"",""72068724RFA00007"")",USAID Access Miahy,USAID-MAD,posted,10/07/2024,11/27/2024,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356660"",""72068724RFA00008"")",USAID Access Miahy,USAID-MAD,posted,10/08/2024,11/27/2024,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")",Local Organizations Network Project (LON),USAID,posted,01/29/2019,09/28/2029,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)",USAID,posted,04/22/2019,09/30/2025,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345995"",""USAID-7200AA23RFI-ENDOR"")",Ending Neglected Diseases Through Operational Research (ENDOR),USAID,forecasted,02/10/2023,,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344592"",""W911NF-23-S-0001"")",DEVCOM ARMY RESEARCH LABORATORY BROAD AGENCY ANNOUNCEMENT FOR FOUNDATIONAL RESEARCH,DOD-AMC,posted,11/21/2022,11/20/2027,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330175"",""FA7000-21-S-0001"")",Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021),DOD-USAFA,posted,12/02/2020,,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351526"",""USDA-NIFA-AFRI-010453"")",Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program,USDA-NIFA,posted,12/15/2023,12/31/2024,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327332"",""FA8650-20-S-6008"")",Airman Readiness Medical Research (ARMR) Hybrid BAA,DOD-AFRL,posted,05/26/2020,05/01/2025,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")",Active Communities - Effective States (ACES),USAID,posted,04/11/2019,04/10/2025,"""Epidemiology"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343653"",""W81XWH-22-DHAPP"")",Department of Defense HIV/AIDS Prevention Program,DOD-AMRAA,posted,09/19/2022,09/18/2027,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356343"",""CDC-RFA-PS-25-0165"")",Integrated HIV Programs for Tennessee Community-Based Organizations to Support Ending the HIV Epidemic in the United States,HHS-CDC-NCHHSTP,forecasted,09/05/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327345"",""MAPUTO-PCO-20-001"")",Community Led Monitoring Intervention,DOS-MOZ,forecasted,05/27/2020,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354782"",""HRSA-25-052"")",Ryan White HIV/AIDS Program Part C Early Intervention Services Program: Limited Existing Geographic Service Areas,HHS-HRSA,posted,10/08/2024,12/10/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334259"",""MAPUTO-PCO-FY22-01"")",PEPFAR Community Led Monitoring – Mozambique Relief Programs,DOS-MOZ,forecasted,06/22/2021,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355478"",""CDC-RFA-JG-25-0044"")",Engaging faith-based organizations to control the HIV epidemic and related health threats in the Republic of Uganda under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/18/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355518"",""CDC-RFA-JG-25-0099"")",Supporting the implementation of comprehensive HIV prevention and treatment programs to achieve and sustain epidemic control in Zimbabwe under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/19/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355448"",""CDC-RFA-JG-25-0067"")",Building capacity along the continuum from prevention to care and treatment in the Central American region under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/17/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354694"",""CDC-RFA-PS-25-0023"")","Demonstration Projects for Comprehensive and Integrated HIV Care, Treatment, Prevention and Essential Support Service Models for Cis-gender Black Women (CgBW) in the South",HHS-CDC-NCHHSTP,forecasted,06/04/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355657"",""CDC-RFA-JG-25-0082"")","Through technical assistance, support the Ministry of Health (MOH) to implement national HIV policies and quality programs across the HIV clinical and prevention cascade in public health facilities in Botswana under PEPFAR",HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/329343"",""RFI-613-21-000001"")","Support to Zimbabwe's Programs for HIV prevention, Care and Treatment",USAID-ZIM,forecasted,10/06/2020,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355467"",""CDC-RFA-JG-25-0078"")",Sustaining HIV and TB epidemic control in Lesotho through health system strengthening and technical assistance under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/17/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355654"",""CDC-RFA-JG-25-0061"")",Capacity building and technical assistance for sustainable community-led monitoring (CLM) of HIV services in Sierra Leone (SL) under the President’s Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355486"",""CDC-RFA-JG-25-0092"")",Strengthening comprehensive HIV and TB services and health systems in high-burden areas of Namibia under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/18/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355451"",""CDC-RFA-JG-25-0069"")","Improving prevention, treatment, and care services for HIV and TB for target populations in the Dominican Republic under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-GHC,forecasted,07/17/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355653"",""CDC-RFA-JG-25-0060"")",Strengthening the national HIV care and treatment program in Sierra Leone (SL) to accelerate progress to achieve epidemic control Under the President’s Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355655"",""CDC-RFA-JG-25-0062"")",Providing targeted technical assistance to the HIV/TB prevention-care-treatment continuum using cost efficient and scalable quality improvement approaches to address program gaps in support of sustainable HIV services in Zambia under PEPFAR,HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355662"",""CDC-RFA-JG-25-0083"")","Through technical assistance, support the Ministry of Health (MOH) implement national HIV policies, HIV care and treatment (C&T) services, mental and psychosocial support among children living with HIV (C/ALHIV) in Botswana under PEPFAR",HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356147"",""72062424RFA00010"")","Closing inequities in HIV Prevention, Care and Treatment among key populations in Burkina Faso Activity (Equity KP Burkina Faso)",USAID-WAF,posted,08/21/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356146"",""72062424RFA00009"")","Closing inequities in HIV Prevention, Care and Treatment among key populations in Togo Activity (Equity KP Togo)",USAID-WAF,posted,08/21/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355477"",""CDC-RFA-JG-25-0045"")",Strengthening civil society organizations' capacity and coordination for accelerated HIV epidemic control in Uganda through supporting implementation of comprehensive HIV/AIDS prevention and treatment for key and priority populations under PEPFAR,HHS-CDC-GHC,forecasted,07/18/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355917"",""CDC-RFA-JG-25-0059"")","Sustaining HIV services for key populations (KPs) through enhanced differentiated testing, treatment and prevention approaches, strategic information utilization, and continuous support to Ukraine Public Health Center (UPHC) under PEPFAR",HHS-CDC-GHC,forecasted,08/07/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355469"",""CDC-RFA-JG-25-0103"")",Ending HIV as a public health threat by sustaining and accelerating a comprehensive HIV response in India under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/17/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342288"",""RFI-668-22-ACHIEVE"")",HIV/AIDS Orphans and Vulnerable Children and Adolescent Girls and Young Women Follow On Activity,USAID-SSD,forecasted,07/14/2022,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353669"",""7200AA24RFI00017"")",Accelerating HIV Vaccine Research and Development in Low- and Middle-Income Countries (LMIC),USAID,forecasted,04/22/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354790"",""HRSA-25-061"")",AIDS Education and Training Center National Clinician Consultation Center,HHS-HRSA,forecasted,06/07/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355652"",""CDC-RFA-JG-25-0057"")","Combination prevention solutions to reach epidemic control among high risk, priority populations in high burden areas in South Africa (SA) under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348053"",""PAR-23-191"")",HIV-associated Non-Communicable Diseases Research at Low- and Middle-Income Country Institutions (R21 Clinical Trial Optional),HHS-NIH11,posted,05/10/2023,12/08/2025,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348961"",""PAR-23-225"")",HIV/AIDS Scholars Using Nonhuman Primate (NHP) Models Program (K01 Independent Clinical Trial Not Allowed),HHS-NIH11,posted,06/28/2023,09/07/2025,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348960"",""PAR-23-215"")",Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,06/28/2023,09/07/2025,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355903"",""RFA-PS-25-112"")",PEP Packs: Postexposure Prophylaxis Packs for Immediate Access to HIV and Sexually Transmitted Infection Prevention,HHS-CDC-HHSCDCERA,forecasted,08/06/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355659"",""CDC-RFA-JG-25-0094"")","Capacity building, technical assistance and workforce training to rapidly and effectively address health threats and to accelerate the response to HIV in the United Republic of Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-GHC,forecasted,07/25/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/333432"",""PA-21-205"")","Development and Testing of Novel Interventions to improve HIV Prevention, Treatment, and Program Implementation for People Who Use Drugs (R34 Clinical Trial Required)",HHS-NIH11,posted,05/10/2021,01/07/2025,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346749"",""PAR-23-125"")",Avenir Award Program for Research on Substance Use Disorders and HIV (DP2 Clinical Trial Optional),HHS-NIH11,posted,03/10/2023,08/15/2025,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350786"",""RFA-DA-25-021"")",Effect of HIV and Substance Use Comorbidity on the Placenta and Maternal Outcomes (R01 Clinical Trial Optional),HHS-NIH11,posted,10/30/2023,11/15/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348090"",""PAS-23-172"")",HIV Prevention and Alcohol (R34 Clinical Trials Optional),HHS-NIH11,posted,05/12/2023,05/07/2026,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345340"",""PAR-23-060"")",Formative and Pilot Intervention Research to Optimize HIV Prevention and Care Continuum Outcomes (R34 Clinical Trial Optional),HHS-NIH11,posted,01/10/2023,01/09/2026,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356267"",""RFA-AI-24-064"")",Strategies for Eliminating HIV Proteins (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,08/29/2024,12/04/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356265"",""RFA-AI-24-057"")",Strategies for Eliminating HIV Proteins (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,08/29/2024,12/04/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343933"",""RFA-DA-23-061"")",NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial and/or Ethnic Populations (R01 Clinical Trial Optional),HHS-NIH11,posted,10/03/2022,11/14/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343934"",""RFA-DA-23-062"")",NIDA REI: Reaching Equity at the Intersection of HIV and Substance Use: Novel Approaches to Address HIV Related Health Disparities in Underserved Racial and/or Ethnic Populations (R34 Clinical Trial Optional),HHS-NIH11,posted,10/03/2022,11/14/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355947"",""72048624RFI00002"")",Request for Information-USAID/RDMA Thailand HIV Key Population Civil Society Organization Leadership,USAID-THA,posted,08/08/2024,10/31/2024,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337733"",""72051722RFIOVC00003"")",Request for Information- Building Resilience amongst Families affected with HIV Activity,USAID-DOM,forecasted,01/31/2022,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355446"",""CDC-RFA-JG-25-0049"")",Human resources for health (HRH) to achieve and sustain TB/HIV epidemic control in Malawi under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/17/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355483"",""CDC-RFA-JG-25-0073"")",Strengthening the technical capacity of the Ministry of Health to deliver a sustainable and resilient response to HIV/TB and related public health threats in the Kingdom of Eswatini under PEPFAR,HHS-CDC-GHC,forecasted,07/18/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354781"",""HRSA-25-051"")",Ryan White HIV/AIDS Program Part F Dental Reimbursement Program,HHS-HRSA,forecasted,06/07/2024,,"""HIV"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355481"",""CDC-RFA-JG-25-0055"")","HQ-supported transition of health information systems (HIS) to country ownership through the optimization of digital health strategies in policy, governance, workforce, and systems to achieve HIV/AIDS and TB epidemic control by 2030 under PEPFAR",HHS-CDC-GHC,forecasted,07/18/2024,,"""HIV"""
